,State,Abbreviation,Number,Summary,Bill Type,Date,Status,Erin Reed's State Risk,URL,Sponsors,Bill Title,Bill Intent
78,Iowa,IA,HF622,"A bill for an act permitting public schools to designate and allow the use of restrooms and changing facilities only by persons of the same biological sex, and providing a private cause of action.(Formerly HSB 208.)",Trans Bathroom Ban,3/16/2023,Withdrawn. H.J. 673.,High,https://legiscan.com/IA/bill/HF622/2023,Judiciary,"A bill for an act permitting public schools to designate and allow the use of restrooms and changing facilities only by persons of the same biological sex, and providing a private cause of action.(Formerly HSB 208.)",WE WILL CIRCUMSCRIBE THE SPACES YOU WALK IN
79,Iowa,IA,HF623,"A bill for an act relating to prohibited activities regarding gender transition procedures relative to minors, and including effective date and applicability provisions.(Formerly HSB 214.)",Gender Affirming Care Ban,3/8/2023,Withdrawn. H.J. 559.,High,https://legiscan.com/IA/bill/HF623/2023,Judiciary,"A bill for an act relating to prohibited activities regarding gender transition procedures relative to minors, and including effective date and applicability provisions.(Formerly HSB 214.)",WE WILL TAKE YOUR BODY FROM YOU
80,Iowa,IA,HSB222,"A bill for an act relating to children and students, including establishing a parent's or guardian's right to make decisions affecting the parent's or guardian's child, modifying provisions related to student health screenings and the curriculum in school districts, accredited nonpublic schools, and charter schools, other duties of school districts, competent private instruction, and special education, making appropriations, and providing civil penalties.",Don't Say Gay/Forced Outing,3/2/2023,Subcommittee recommends passage. Vote Total: 2-0.,High,https://legiscan.com/IA/bill/HSB222/2023,Education,"A bill for an act relating to children and students, including establishing a parent's or guardian's right to make decisions affecting the parent's or guardian's child, modifying provisions related to student health screenings and the curriculum in school districts, accredited nonpublic schools, and charter schools, other duties of school districts, competent private instruction, and special education, making appropriations, and providing civil penalties.",WE WILL EMPOWER YOUR ENEMIES
81,Iowa,IA,SF159,"A bill for an act relating to education, including modifying the responsibilities of the state board of education and school districts, prohibiting instruction related to gender identity or sexual orientation in school districts and charter schools in kindergarten through grade eight, modifying provisions associated with the human growth and development instruction and health screenings provided in school districts, charter schools, and innovation zone schools, and providing civil penalties.",Don't Say Gay/Forced Outing,2/9/2023,Subcommittee recommends passage. [].,High,https://legiscan.com/IA/bill/SF159/2023,Sandy Salmon,"A bill for an act relating to education, including modifying the responsibilities of the state board of education and school districts, prohibiting instruction related to gender identity or sexual orientation in school districts and charter schools in kindergarten through grade eight, modifying provisions associated with the human growth and development instruction and health screenings provided in school districts, charter schools, and innovation zone schools, and providing civil penalties.",WE WILL EMPOWER YOUR ENEMIES
82,Iowa,IA,SF482,A bill for an act prohibiting persons from entering single and multiple occupancy restrooms or changing areas and other facilities in elementary and secondary schools that do not correspond with the person's biological sex and including effective date provisions. (Formerly SF 335.) Effective date: 03/22/2023.,Trans Bathroom Ban,3/22/2023,Signed by Governor. S.J. 700.,High,https://legiscan.com/IA/bill/SF482/2023,Education,A bill for an act prohibiting persons from entering single and multiple occupancy restrooms or changing areas and other facilities in elementary and secondary schools that do not correspond with the person's biological sex and including effective date provisions. (Formerly SF 335.) Effective date: 03/22/2023.,WE WILL CIRCUMSCRIBE THE SPACES YOU WALK IN
83,Iowa,IA,SF496,"A bill for an act relating to children and students, including establishing a parent's or guardian's right to make decisions affecting the parent's or guardian's child, prohibiting instruction related to gender identity and sexual orientation in school districts, charter schools, and innovation zone schools in kindergarten through grade six, and modifying provisions related to student health screenings, school district library programs, the educational program provided to students enrolled in school districts, accredited nonpublic schools, and charter schools, other duties of school districts and the governing boards of charter schools and innovation zone schools, competent private instruction, and special education. (Formerly SSB 1145.)",Don't Say Gay/Forced Outing,3/23/2023,"Read first time, referred to Education. H.J. 730.",High,https://legiscan.com/IA/bill/SF496/2023,Education,"A bill for an act relating to children and students, including establishing a parent's or guardian's right to make decisions affecting the parent's or guardian's child, prohibiting instruction related to gender identity and sexual orientation in school districts, charter schools, and innovation zone schools in kindergarten through grade six, and modifying provisions related to student health screenings, school district library programs, the educational program provided to students enrolled in school districts, accredited nonpublic schools, and charter schools, other duties of school districts and the governing boards of charter schools and innovation zone schools, competent private instruction, and special education. (Formerly SSB 1145.)",WE WILL EMPOWER YOUR ENEMIES
84,Iowa,IA,SF83,"A bill for an act relating to instruction relating to gender identity in the curriculum provided to students enrolled in kindergarten through grade eight in school districts, accredited nonpublic schools, and charter schools and creating a private cause of action.",Don't Say Gay/Forced Outing,1/31/2023,Subcommittee recommends passage. [].,High,https://legiscan.com/IA/bill/SF83/2023,"Jeff Taylor, Dennis Guth, Mark Lofgren, Julian Garrett, Cherielynn Westrich, Dave Rowley, Brad Zaun, Sandy Salmon, Ken Rozenboom, Jesse Green, Lynn Evans, Rocky De Witt, Kevin Alons, Annette Sweeney, Jeff Reichman, Chris Cournoyer","A bill for an act relating to instruction relating to gender identity in the curriculum provided to students enrolled in kindergarten through grade eight in school districts, accredited nonpublic schools, and charter schools and creating a private cause of action.",WE WILL EMPOWER YOUR ENEMIES
85,Iowa,IA,SF538,"A bill for an act relating to prohibited activities regarding gender transition procedures relative to minors, and including effective date and applicability provisions. (Formerly SSB 1197.) Effective date: 03/22/2023. Contingent applicability date.",Gender Affirming Care Ban,3/22/2023,Signed by Governor. S.J. 700.,High,https://legiscan.com/IA/bill/SF538/2023,Health And Human Services,"A bill for an act relating to prohibited activities regarding gender transition procedures relative to minors, and including effective date and applicability provisions. (Formerly SSB 1197.) Effective date: 03/22/2023. Contingent applicability date.",WE WILL TAKE YOUR BODY FROM YOU
86,Iowa,IA,HF180,A bill for an act relating to parental and guardian consent and information regarding the gender identity of students enrolled in a school district or charter school.(Formerly HF 9.),Don't Say Gay/Forced Outing,2/1/2023,Placed on calendar. H.J. 226.,High,https://legiscan.com/IA/bill/HF180/2023,Education,A bill for an act relating to parental and guardian consent and information regarding the gender identity of students enrolled in a school district or charter school.(Formerly HF 9.),WE WILL EMPOWER YOUR ENEMIES
87,Iowa,IA,HF180,A bill for an act relating to parental and guardian consent and information regarding the gender identity of students enrolled in a school district or charter school.(Formerly HF 9.),Forced Outing by Schools,2/1/2023,Placed on calendar. H.J. 226.,High,https://legiscan.com/IA/bill/HF180/2023,Education,A bill for an act relating to parental and guardian consent and information regarding the gender identity of students enrolled in a school district or charter school.(Formerly HF 9.),WE WILL DENY YOU YOUR NAME
88,Iowa,IA,HF290,"A bill for an act relating to the terms gender and sex, including a person's sex designation listed on government documents.",Documentation Change Ban,2/14/2023,"Introduced, referred to State Government. H.J. 306.",High,https://legiscan.com/IA/bill/HF290/2023,Dean Fisher,"A bill for an act relating to the terms gender and sex, including a person's sex designation listed on government documents.",THE NAME YOU CALL YOURSELF BY IS A LIE
89,Iowa,IA,HF325,A bill for an act relating to gender identity and sex under the Iowa civil rights Act.,Defining Trans People Out of the Law,2/15/2023,"Introduced, referred to Judiciary. H.J. 354.",High,https://legiscan.com/IA/bill/HF325/2023,Jeff Shipley,A bill for an act relating to gender identity and sex under the Iowa civil rights Act.,YOUR EXISTENCE IS A PERVERSION
90,Iowa,IA,HF482,A bill for an act prohibiting persons from entering single and multiple occupancy toilet facilities in elementary and secondary schools that do not correspond with the person's biological sex.,Trans Bathroom Ban,2/28/2023,"Introduced, referred to Judiciary. H.J. 438.",High,https://legiscan.com/IA/bill/HF482/2023,Helena Hayes,A bill for an act prohibiting persons from entering single and multiple occupancy toilet facilities in elementary and secondary schools that do not correspond with the person's biological sex.,WE WILL CIRCUMSCRIBE THE SPACES YOU WALK IN
91,Iowa,IA,SF110,"A bill for an act relating to gender-transition procedures, and including effective date provisions.",Gender Affirming Care Ban,1/24/2023,"Subcommittee: Rowley, Evans, and Quirmbach. S.J. 178.",High,https://legiscan.com/IA/bill/SF110/2023,"Sandy Salmon, Lynn Evans, Kevin Alons, Jesse Green, Cherielynn Westrich, Jeff Taylor, Dennis Guth, Rocky De Witt, Dave Rowley","A bill for an act relating to gender-transition procedures, and including effective date provisions.",WE WILL TAKE YOUR BODY FROM YOU
92,Iowa,IA,SF129,"A bill for an act relating to actions relative to treatment or intervention regarding the discordance between a minor's sex and gender identity, and providing civil penalties.",Gender Affirming Care Ban,1/31/2023,"Subcommittee: Edler, Petersen, and Salmon. S.J. 217.",High,https://legiscan.com/IA/bill/SF129/2023,Sandy Salmon,"A bill for an act relating to actions relative to treatment or intervention regarding the discordance between a minor's sex and gender identity, and providing civil penalties.",WE WILL TAKE YOUR BODY FROM YOU
93,Iowa,IA,SF348,"A bill for an act relating to minors present at drag shows, and providing penalties.",Drag Ban,2/21/2023,"Subcommittee: Schultz, Evans, and Quirmbach. S.J. 372.",High,https://legiscan.com/IA/bill/SF348/2023,Sandy Salmon,"A bill for an act relating to minors present at drag shows, and providing penalties.",YOUR PRESENCE IS A PERVERSION
94,Iowa,IA,SF335,A bill for an act prohibiting persons from entering single and multiple occupancy toilet facilities and other facilities in elementary and secondary schools that do not correspond with the person's biological sex and including effective date provisions.(See SF 482.),Trans Bathroom Ban,3/2/2023,"Committee report approving bill, renumbered as SF 482. S.J. 466.",High,https://legiscan.com/IA/bill/SF335/2023,Cherielynn Westrich,A bill for an act prohibiting persons from entering single and multiple occupancy toilet facilities and other facilities in elementary and secondary schools that do not correspond with the person's biological sex and including effective date provisions.(See SF 482.),WE WILL CIRCUMSCRIBE THE SPACES YOU WALK IN
95,Kansas,KS,HB2238,Creating the fairness in women's sports act to require that female student athletic teams only include members who are biologically female.,Trans Sports Ban,3/20/2023,"House Vetoed by Governor; Returned to House on Friday, March 17, 2023",Moderate,https://legiscan.com/KS/bill/HB2238/2023,Education,Creating the fairness in women's sports act to require that female student athletic teams only include members who are biologically female.,WE WILL SHUT YOU OUT OF PUBLIC LIFE
96,Kansas,KS,SB180,Establishing the women's bill of rights to provide a meaning of biological sex for purposes of statutory construction.,Defining Trans People Out of the Law,3/20/2023,House Committee Report recommending bill be passed as amended by Committee on Health and Human Services,Moderate,https://legiscan.com/KS/bill/SB180/2023,Public Health and Welfare,Establishing the women's bill of rights to provide a meaning of biological sex for purposes of statutory construction.,YOUR EXISTENCE IS A PERVERSION
97,Kansas,KS,SB233,Creating a civil cause of action against a physician who performs childhood gender reassignment service and requiring revocation of a physician's license who performs childhood gender reassignment service.,Gender Affirming Care Ban,3/1/2023,House Referred to Committee on Health and Human Services,Moderate,https://legiscan.com/KS/bill/SB233/2023,Federal and State Affairs,Creating a civil cause of action against a physician who performs childhood gender reassignment service and requiring revocation of a physician's license who performs childhood gender reassignment service.,WE WILL TAKE YOUR BODY FROM YOU
98,Kansas,KS,HB2404,"Enacting the Kansas protection of pensions and businesses against ideological interference act, relating to ideological boycotts involving environmental, social or governance standards, requiring KPERS to divest from and prohibiting state contracts or the deposit of state moneys with entities engaged in such boycotts as determined by the state treasurer and prohibiting discriminatory practices in the financial services industry based on such boycotts.",Anti-Boycotts Act,2/10/2023,House Referred to Committee on Federal and State Affairs,Moderate,https://legiscan.com/KS/bill/HB2404/2023,Federal and State Affairs,"Enacting the Kansas protection of pensions and businesses against ideological interference act, relating to ideological boycotts involving environmental, social or governance standards, requiring KPERS to divest from and prohibiting state contracts or the deposit of state moneys with entities engaged in such boycotts as determined by the state treasurer and prohibiting discriminatory practices in the financial services industry based on such boycotts.",WE WILL SILENCE YOUR ALLIES
99,Kansas,KS,HB2427,Requiring school districts to provide separate accommodations for students of each biological sex on overnight school sponsored trips.,Legal Discrimination In Education,3/22/2023,"House Hearing: Wednesday, March 22, 2023, 1:30 PM Room 218-N",Moderate,https://legiscan.com/KS/bill/HB2427/2023,Federal and State Affairs,Requiring school districts to provide separate accommodations for students of each biological sex on overnight school sponsored trips.,WE WILL EMPOWER YOUR ENEMIES
100,Kansas,KS,HB2436,"Enacting the Kansas public investments and contracts protection act concerning environmental, social and governance (ESG) criteria, prohibiting the state and political subdivisions from giving preferential treatment to or discriminating against companies based on such ESG criteria in procuring or letting contracts, requiring KPERS fiduciaries to act solely in the financial interest of the participants and beneficiaries of the system, restricting state agencies from adopting ESG criteria or requiring any person or business to operate in accordance with such criteria and providing for enforcement of such act by the attorney general.",Anti-Boycotts Act,3/24/2023,Senate Received and Introduced,Moderate,https://legiscan.com/KS/bill/HB2436/2023,Appropriations,"Enacting the Kansas public investments and contracts protection act concerning environmental, social and governance (ESG) criteria, prohibiting the state and political subdivisions from giving preferential treatment to or discriminating against companies based on such ESG criteria in procuring or letting contracts, requiring KPERS fiduciaries to act solely in the financial interest of the participants and beneficiaries of the system, restricting state agencies from adopting ESG criteria or requiring any person or business to operate in accordance with such criteria and providing for enforcement of such act by the attorney general.",WE WILL SILENCE YOUR ALLIES
101,Kansas,KS,SB12,Enacting the Kansas child mutilation prevention act to criminalize performing gender reassignment surgery or prescription of hormone replacement therapy on certain persons and providing grounds for unprofessional conduct for healing arts licensees.,Gender Affirming Care Ban,2/14/2023,"Senate Hearing: Tuesday, February 14, 2023, 8:30 AM Room 142-S",Moderate,https://legiscan.com/KS/bill/SB12/2023,"Mike Thompson, Mark Steffen",Enacting the Kansas child mutilation prevention act to criminalize performing gender reassignment surgery or prescription of hormone replacement therapy on certain persons and providing grounds for unprofessional conduct for healing arts licensees.,WE WILL TAKE YOUR BODY FROM YOU
102,Kansas,KS,SB149,Expanding the crime of promoting obscenity to minors to include drag performances.,Drag Ban,2/3/2023,Senate Referred to Committee on Judiciary,Moderate,https://legiscan.com/KS/bill/SB149/2023,Federal and State Affairs,Expanding the crime of promoting obscenity to minors to include drag performances.,YOUR PRESENCE IS A PERVERSION
103,Kansas,KS,SB201,Prohibiting the expenditure of state moneys for the production or performance of drag shows for which minors are the primary audience.,Drag Ban,2/8/2023,Senate Referred to Committee on Judiciary,Moderate,https://legiscan.com/KS/bill/SB201/2023,Federal and State Affairs,Prohibiting the expenditure of state moneys for the production or performance of drag shows for which minors are the primary audience.,YOUR PRESENCE IS A PERVERSION
104,Kansas,KS,SB207,Requiring policies for and establishing restrictions on school districts with regard to the use of an individual's pronouns if such pronouns differ from the individual's biological sex.,Forced Misgendering,2/9/2023,Senate Referred to Committee on Education,Moderate,https://legiscan.com/KS/bill/SB207/2023,Education,Requiring policies for and establishing restrictions on school districts with regard to the use of an individual's pronouns if such pronouns differ from the individual's biological sex.,ALL THOSE AROUND YOU WILL JOIN HANDS TO MOCK YOU
105,Kansas,KS,SB224,"Enacting the Kansas protection of pensions and businesses against ideological interference act, relating to ideological boycotts involving environmental, social or governance standards, requiring KPERS to divest from and prohibiting state contracts or the deposit of state moneys with entities engaged in such boycotts as determined by the state treasurer and prohibiting discriminatory practices in the financial services industry based on such boycotts.",Anti-Boycotts Act,3/8/2023,"Senate Hearing continuation: Wednesday, March 8, 2023, 10:30 AM Room 144-S",Moderate,https://legiscan.com/KS/bill/SB224/2023,Federal and State Affairs,"Enacting the Kansas protection of pensions and businesses against ideological interference act, relating to ideological boycotts involving environmental, social or governance standards, requiring KPERS to divest from and prohibiting state contracts or the deposit of state moneys with entities engaged in such boycotts as determined by the state treasurer and prohibiting discriminatory practices in the financial services industry based on such boycotts.",WE WILL SILENCE YOUR ALLIES
106,Kansas,KS,SB255,Requiring school districts to provide separate accommodations for students of each biological sex on overnight school sponsored trips.,Legal Discrimination In Education,3/22/2023,"Senate Hearing: Wednesday, March 22, 2023, 1:30 PM Room 144-S",Moderate,https://legiscan.com/KS/bill/SB255/2023,Federal and State Affairs,Requiring school districts to provide separate accommodations for students of each biological sex on overnight school sponsored trips.,WE WILL EMPOWER YOUR ENEMIES
107,Kansas,KS,SB291,"Enacting the Kansas public investments and contracts protection act concerning environmental, social and governance (ESG) criteria, prohibiting the state and political subdivisions from giving preferential treatment to or discriminating against companies based on such ESG criteria in procuring or letting contracts, requiring KPERS fiduciaries to act solely in the financial interest of the participants and beneficiaries of the system, restricting state agencies from adopting ESG criteria or requiring any person or business to operate in accordance with such criteria, directing registered investment advisers to provide ESG criteria notice to clients and providing for enforcement of such act by the attorney general.",Ban on Public Investment in ESG Funds,3/23/2023,Senate Committee Report recommending bill be passed as amended by Committee on Federal and State Affairs,Moderate,https://legiscan.com/KS/bill/SB291/2023,Federal and State Affairs,"Enacting the Kansas public investments and contracts protection act concerning environmental, social and governance (ESG) criteria, prohibiting the state and political subdivisions from giving preferential treatment to or discriminating against companies based on such ESG criteria in procuring or letting contracts, requiring KPERS fiduciaries to act solely in the financial interest of the participants and beneficiaries of the system, restricting state agencies from adopting ESG criteria or requiring any person or business to operate in accordance with such criteria, directing registered investment advisers to provide ESG criteria notice to clients and providing for enforcement of such act by the attorney general.",WE WILL EMPOWER YOUR ENEMIES
108,Kentucky,KY,SB115,AN ACT relating to adult performances.,Drag Ban,3/16/2023,returned to Committee on Committees (H),High,https://legiscan.com/KY/bill/SB115/2023,"Lindsey Tichenor, Gex Williams, Gary Boswell, Adrienne Southworth, Phillip Wheeler, Mike Wilson",Create new sections of KRS Chapter 231 to express the findings of the General Assembly relating to adult-oriented businesses and the need for regulation; define terms; establish distance parameters for the location of adult-oriented businesses in proximity to identified entities and locations; establish transition provisions for existing businesses; affirm the authority of local governmental units to supplement regulation of adult-oriented businesses.,YOUR PRESENCE IS A PERVERSION
109,Kentucky,KY,HB470,AN ACT relating to the protection of children.,Gender Affirming Care Ban,3/15/2023,laid on clerk's desk,High,https://legiscan.com/KY/bill/HB470/2023,"Jennifer Henson Decker, James Tipton, Shane Baker, Steve Bratcher, Randy Bridges, Emily Callaway, Josh Calloway, Ryan Dotson, Daniel Elliott, Daniel Fister, Patrick Flannery, Deanna Frazier Gordon, Chris Fugate, Jim Gooch, David Hale, Richard Heath, John Hodgson, Mary Imes, DJ Johnson, Kim King, Matt Lockett, Candy Massaroni, Bobby McCool, Shawn McPherson, Amy Neighbors, Jason Petrie, Marianne Proctor, Steve Rawlings, Rebecca Raymer, Brandon Reed, Steven Rudy, Scott Sharp, Nancy Tate, Walker Thomas, Timmy Truett, Ken Upchurch, Russell Webber, Billy Wesley, Wade Williams","Create new sections of KRS Chapter 311 to define terms; state that the provision of gender transition services to a person under the age of 18 years by a health care provider or mental health care provider is unethical and unprofessional conduct; require an investigation of any report of provision of gender transition services to a person under the age of 18 years; require revocation of the provider's license if confirmed and termination of public funding for a public employee; require that providers be jointly and severally liable for all damages and costs sustained for providing gender transition services or aiding and assisting a person under the age of 18 years to consider or to obtain gender transition services; provide defense to providers refusing to provide services; make failure to report provision of gender transition services a crime; permit an action on a violation to be taken by the parent or guardian of a person before the person attains the age of 18 years and by the person within 30 years of the person attaining the age of 18 years, with exceptions under which the time may be longer; require conditions for actions and damages; prohibit use of public funds for gender transition services; prohibit a provider employed by a public agency to provide include gender transition procedures; permit the Attorney General to bring action to enforce provisions; permit intervention as a matter of right if these provisions are challenged; prohibit a public provider from intervening in a legal proceeding in defense of the provision of gender transition services; create a new section of KRS Chapter 205 to prohibit Medicaid coverage of gender transition procedures for a person under age 18 years; create a new section of Subtitle12 of KRS Chapter 304 to establish liability provisions if an insurer elects to cover gender transition services; amend KRS 18A.225 to prohibit a fully insured benefit plan or self-insured plan for public employees from covering gender transition services for a person under the age of 18 years; amend KRS 454.210 to add to court permission to exercise personal jurisdiction over a person who acts directly or by an agent, as to a claim arising from the person's engaging in the provision of gender transition services to a person under the age of 18 years; create a new section of KRS Chapter 158 to prohibit a public school counselor, school-based mental health services provider, or other public employee from aiding or assisting in the provision of gender transition services for a person under the age of 18 years; establish liability provisions; require school notification of parents of child's expression of sex or gender inconsistency with exceptions; amend KRS 141.039 to require that corporate income relating to the provision of gender transition services to a person under age 18 years be added to net income; amend KRS 213.121 to prohibit a registered certificate or report from being amended if the purpose is to assist with a social or physical gender transition; amend KRS 401.020 to prohibit a court to order a name change if the purpose is to assist with a social or physical gender transition; create a new section of KRS Chapter 600 to prohibit the Department of Juvenile Justice from classifying a detainee by a sex that is inconsistent with defined sex; allow the Act to be cited as the Do No Harm Act; EFFECTIVE January 1, 2024.",WE WILL TAKE YOUR BODY FROM YOU
110,Kentucky,KY,SB150,AN ACT relating to children.,Gender Affirming Care Ban,3/24/2023,Vetoed,High,https://legiscan.com/KY/bill/SB150/2023,"George Wise, Gary Boswell, Danny Carroll, Shelley Frommeyer, Rick Girdler, Stephen Meredith, Robert Mills, John Schickel, Brandon Storm, Lindsey Tichenor, Phillip Wheeler, Gex Williams, Mike Wilson","Create a new section of KRS Chapter 158 to establish definitions; require specific parental notifications from public schools; require school districts to adopt specific procedures related to parental rights; limit authority of the Kentucky Board of Education and Kentucky Department of Education in relation to parental rights and a student's use of pronouns; prohibit district or school policies with the intent of keeping student information confidential for parents; prohibit a school district from requiring school personnel or pupils to use pronouns for students that do not conform to that student's biological sex; provide school districts and district personnel authority to seek emergency medical services for a student; provide conditions for student confidentiality; amend KRS 158.1415 to establish requirements for any public school's course, curriculum, or program on the subject of human sexuality.",WE WILL TAKE YOUR BODY FROM YOU
111,Kentucky,KY,HB120,AN ACT relating to children's health.,Gender Affirming Care Ban,1/5/2023,to Committee on Committees (H),High,https://legiscan.com/KY/bill/HB120/2023,"Savannah Maddox, Felicia Rabourn, Ryan Dotson","Create new sections of KRS Chapter 311 to prohibit the provision of or referral for gender transition procedures to any child under the age of 18 years; define a violation as unprofessional conduct and acting recklessly for purposes of tort claims; permit an action on a violation to be taken by the parent or guardian of the child before the child attains the age of 18 years and by the child within 30 years of the child attaining the age of 18 years, with exceptions under which the time may be longer; require conditions for actions and damages; prohibit public funds to be used for the provision of or referral for gender transition procedures to a child under the age of 18 years; prohibit health care services provided under state, local, or county government to include gender transition procedures to a child under the age of 18 years; prohibit tax exemption for gender transition procedures; prohibit a person or entity from aiding or abetting the performance or inducement of gender transition procedures to a child under the age of 18 years, but exempt speech protected by the First Amendment to the Constitution of the United States and exempt a parent of such child; permit the Attorney General to bring action to enforce provisions; permit members of the General Assembly to intervene as a matter of right if these provisions are challenged; create a new section of KRS Chapter 205 to prohibit Medicaid coverage of gender transition procedures for a child under the age of 18 years; create a new section of Subtitle 17A of KRS Chapter 304 to prohibit health benefit plan coverage, including federal government health plans, for gender transition procedures for a child under the age of 18 years and any requirement for coverage of gender transition procedures; amend KRS 141.019 and 141.039 to prohibit tax exemption for gender transition procedures; establish a short title of Kentucky's Children Deserve Help Not Harm Act; EFFECTIVE January 1, 2024.",WE WILL TAKE YOUR BODY FROM YOU
112,Kentucky,KY,HB173,AN ACT relating to education.,Trans Bathroom Ban,3/13/2023,WITHDRAWN,High,https://legiscan.com/KY/bill/HB173/2023,"Josh Calloway, Candy Massaroni, Shane Baker, Emily Callaway, Jennifer Henson Decker, Steven Doan, Ryan Dotson, Chris Fugate, David Hale, Mark Hart, John Hodgson, Thomas Huff, Matt Lockett, Marianne Proctor, Steve Rawlings, Nancy Tate, Walker Thomas, Billy Wesley, Susan Tyler Witten","Create new sections of KRS Chapter 158 to define terms; make legislative findings and declarations on the rights of parents as it relates to public schools and establish a standard to protect those rights; require public schools to establish a process to receive complaints of violations; create a cause of action for violations and establish limitations; establish specific parental rights as related to public schools; require public schools to adopt policies to protect those rights; require the Kentucky Department of Education to eliminate regulations in violation and develop recommended policies to public schools for compliance; make findings and declarations related to privacy of parents and children and require public schools to adopt policies to safeguard those rights; establish a cause of action for a child encountering a person of the opposite biological sex while in a location where there is a reasonable expectation of bodily privacy; create a cause of action for those who are forced by a public school to share private quarters with specific people of the opposite biological sex and provide exclusions; make findings and declarations relating to controversial subject matter in common schools; establish a parental right of not having a child indoctrinated into any political position or being involved in advocacy in a controversial subject matter; establish limitations on school personnel related to instruction and discussion on sexual orientation, sexual preference, or gender expression; establish limitations on school personnel advocacy in the scope of employment and actions based on the immutable characteristics of students; prohibit compelling school personnel to advocate for or against anything in opposition to sincerely held beliefs and convictions; require public schools to adopt enforcement policies; establish limitations; establish a parental right to expect a child not be exposed to or given access to harmful to minors, pervasively vulgar, or obscene matter or performance or obscene imagery representing minors; require that public schools adopt policies to protect that right by making those materials and performances inaccessible and prohibit matters and performances harmful to minors, drag performances, pervasively vulgar performances, obscene performances, and any performance involving sexual conduct, nudity, or stripping; provide that none of the materials identified shall be deemed to have educational value for minors; establish limitations; amend KRS 158.148 to establish a parental right to expect a child will not be bulled at school and require public schools adopt policies to ensure notification and support of bullying victims, require an order of reporting to staff, require specific time requirements for investigations; provide for an appeal and review of incidents; require identification of actions to prevent future acts of bullying or retaliation; require procedures for supporting victims; establish a short title of the Childhood Protection in Education Act.",WE WILL CIRCUMSCRIBE THE SPACES YOU WALK IN
113,Kentucky,KY,HB177,AN ACT relating to children and declaring an emergency.,Don't Say Gay/Forced Outing,2/23/2023,to Judiciary (H),High,https://legiscan.com/KY/bill/HB177/2023,"Shane Baker, Jennifer Henson Decker, Danny Bentley, Joshua Branscum, Steve Bratcher, Randy Bridges, Emily Callaway, Josh Calloway, Steven Doan, Myron Dossett, Ryan Dotson, Daniel Fister, Patrick Flannery, Deanna Frazier Gordon, Chris Freeland, Chris Fugate, Jim Gooch, David Hale, Mark Hart, Richard Heath, John Hodgson, Thomas Huff, Mary Imes, DJ Johnson, Jacob Justice, Matt Lockett, Savannah Maddox, Candy Massaroni, Bobby McCool, Shawn McPherson, Amy Neighbors, Jason Petrie, Michael Pollock, Marianne Proctor, Felicia Rabourn, Steve Rawlings, Rebecca Raymer, Brandon Reed, Scott Sharp, Tom Smith, Nancy Tate, Walker Thomas, James Tipton, Timmy Truett, Russell Webber, Billy Wesley, Richard White, Wade Williams, Susan Tyler Witten","Create new sections of KRS Chapter 405 to establish definitions; provide for parental rights; establish that no governmental entity shall substantially burden the rights of parents unless required by a compelling governmental interest of the highest order and in the least restrictive means; establish specific rights of parents, with some limitations; provide that specific governmental employees shall not encourage or coerce a child to withhold information from a parent; recognize additional rights beyond those enumerated; require local boards of education or boards of directors of public charter schools to adopt specific policies to promote involvement of parents in education; allow the Kentucky Department of Education to provide consultation and model policies that shall not be binding on schools; require a report from the Kentucky Department of Education on the consultation and model policies provided to schools; require obtaining parental consent prior to procuring, soliciting to perform, arranging for the performance of, providing a referral for, or providing medical or mental health services to a child; require verification of identity for remote parental consent; establish limits of the applicability of the requirement; establish a cause of action for violation; establish terms and conditions for the cause of action; waive sovereign, governmental, and qualified immunity; specify applicability; amend KRS 160.715 to provide a procedure for requesting, inspecting, and reviewing specific information held by a school district or public charter school; and amend KRS 214.185 to establish the conditions required for providing medical or mental health services to a minor without consent of the parent or legal guardian; EMERGENCY.",WE WILL EMPOWER YOUR ENEMIES
114,Kentucky,KY,HB30,AN ACT relating to public school facilities and declaring an emergency.,Trans Bathroom Ban,1/3/2023,to Committee on Committees (H),High,https://legiscan.com/KY/bill/HB30/2023,"Billy Wesley, Shane Baker, Danny Bentley, Randy Bridges, Josh Calloway, Jennifer Henson Decker, Steven Doan, Ryan Dotson, Robert Duvall, Daniel Fister, Chris Freeland, Chris Fugate, Jim Gooch, David Hale, Richard Heath, John Hodgson, Thomas Huff, Kevin Jackson, DJ Johnson, Candy Massaroni, Bobby McCool, Shawn McPherson, Jason Petrie, Michael Pollock, Marianne Proctor, Steve Rawlings, Brandon Reed, Scott Sharp, Tom Smith, Nancy Tate, Walker Thomas, James Tipton, Timmy Truett, Russell Webber, Richard White, Wade Williams","Create new sections of KRS Chapter 158 to define terms; establish legislative findings; ensure that student privacy exists in school restrooms, locker rooms, and shower rooms; require students born male to use only those facilities designated to be used by males and students born female to use only those facilities designated to be used by females; require schools to provide the best available accommodation to students who assert that their gender is different from their biological sex; identify consequences for using facilities designated for the opposite biological sex; EMERGENCY.",WE WILL CIRCUMSCRIBE THE SPACES YOU WALK IN
