State,Number,Summary,Bill Type,Date,Status,Erin Reed's State Risk,Notes,URL,Sponsors,Calendar,History,Manual Status,Change Hash,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,HB1125,Regulate Experimental Adolescent Procedures (REAP) Act; create to regulate transgender procedures and surgeries.,Gender Affirming Care Ban,2/23/2023,Due From Governor 03/01/23,High,18 and under ban,https://legiscan.com/MS/bill/HB1125/2023,"Gene Newman, Philip Gunn, Dan Eubanks, Mark Tullos, Chris Brown, Brady Williamson, Steve Hopkins, William Arnold, Bill Kinkade, Jill Ford, Nick Bain, Randall Patterson",,"H 2023-01-16 Referred To Public Health and Human Services, H 2023-01-19 Title Suff Do Pass, H 2023-01-19 Point of Order Raised, H 2023-01-19 Point of Order - Well Taken, H 2023-01-19 Passed, H 2023-01-20 Transmitted To Senate, S 2023-01-27 Referred To Judiciary, Division B, S 2023-01-31 Title Suff Do Pass, S 2023-02-21 Amendment Failed, S 2023-02-21 Passed, S 2023-02-22 Returned For Enrolling, H 2023-02-23 Enrolled Bill Signed",Pass Both Chambers,bafcec703970ff0ffbf1c386bd77c522,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,HB1126,Transgender procedures; restrict for persons under age 21.,Gender Affirming Care Ban,1/31/2023,Died In Committee,High,Felony ban under 21. Child abuse for any GAC,https://legiscan.com/MS/bill/HB1126/2023,John Lamar,,"H 2023-01-16 Referred To Public Health and Human Services, H 2023-01-31 Died In Committee",Failed,0676daebf0822b6d37627d6ca4b239fc,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,HB1127,MS Safe Adolescents from Experimentation (SAFE); create to prohibit providing gender transition procedures to minors.,Gender Affirming Care Ban,1/31/2023,Died In Committee,High,,https://legiscan.com/MS/bill/HB1127/2023,"Becky Currie, William Arnold, Randy Boyd, Billy Calvert, Lester Carpenter, Sam Creekmore, Jerry Darnell, Kevin Ford, Jeff Hale, Jon Lancaster, Vince Mangold, Ken Morgan, Bill Pigott, Fred Shanks, Jerry Turner, Price Wallace, Brady Williamson",,"H 2023-01-16 Referred To Public Health and Human Services, H 2023-01-31 Died In Committee",Failed,5f9f11f413023644f7046ed66f4e9f43,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,HB1144,Title IX Preservation Act; create.,Defining Trans People Out of the Law,1/31/2023,Died In Committee,High,Requires use of biological sex for state records,https://legiscan.com/MS/bill/HB1144/2023,Stacey Hobgood-Wilkes,,"H 2023-01-16 Referred To Judiciary A, H 2023-01-31 Died In Committee",Failed,7585f7afa04361a9ff968aa76bf0ea33,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,HB1258,Gender Transition Procedures; prohibit for persons under age twenty-one.,Gender Affirming Care Ban,1/31/2023,Died In Committee,High,Felony ban under 21. Child abuse for any GAC,https://legiscan.com/MS/bill/HB1258/2023,Dan Eubanks,,"H 2023-01-16 Referred To Public Health and Human Services, H 2023-01-31 Died In Committee",Failed,d788a9b26cdcb60a32f28c1df79578ac,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,HB1476,"""Families' Rights and Responsibilites Act of 2023""; enact.",Don't Say Gay/Forced Outing,1/31/2023,Died In Committee,High,,https://legiscan.com/MS/bill/HB1476/2023,Stacey Hobgood-Wilkes,,"H 2023-01-16 Referred To Judiciary B, H 2023-01-31 Died In Committee",Failed,e772c8d6e0b01e0c1c7b72f87ce57180,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,HB1480,"""Parents' Bill of Rights Act of 2023""; enact.",Don't Say Gay/Forced Outing,1/31/2023,Died In Committee,High,,https://legiscan.com/MS/bill/HB1480/2023,Fred Shanks,,"H 2023-01-16 Referred To Judiciary B, H 2023-01-31 Died In Committee",Failed,ac1659e33819f193698143914b3cf269,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,HB1489,"""Families' Rights and Responsibilities Act of 2023""; enact.",Don't Say Gay/Forced Outing,1/31/2023,Died In Committee,High,,https://legiscan.com/MS/bill/HB1489/2023,Philip Gunn,,"H 2023-01-16 Referred To Judiciary B, H 2023-01-31 Died In Committee",Failed,054a6cf0b1c825a21e755cce2beaf910,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,HB456,Child abuse; revise definition to include gender reassignment.,Gender Affirming Care Ban,1/31/2023,Died In Committee,High,,https://legiscan.com/MS/bill/HB456/2023,"Steve Massengill, Brady Williamson, Jon Lancaster",,"H 2023-01-12 Referred To Judiciary B, H 2023-01-31 Died In Committee",Failed,6b48d145de402e35768fa5e7b62d085b,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,HB509,"""Families' Rights and Responsiblities Act of 2023""; enact.",Don't Say Gay/Forced Outing,1/31/2023,Died In Committee,High,,https://legiscan.com/MS/bill/HB509/2023,Jill Ford,,"H 2023-01-13 Referred To Judiciary A, H 2023-01-31 Died In Committee",Failed,45b8b9a5756bbc4054820180ae0cac64,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,HB576,Gender reassignment surgery or services; prohibit performing or paying for.,Gender Affirming Care Ban,1/31/2023,Died In Committee,High,Uses abortion laws to ban gender affirming care,https://legiscan.com/MS/bill/HB576/2023,"Stacey Hobgood-Wilkes, Brady Williamson",,"H 2023-01-16 Referred To Public Health and Human Services, H 2023-01-31 Died In Committee",Failed,610c554b82e07236bede6d0f0263edcf,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,SB2076,The Title IX Preservation Act; enact.,Defining Trans People Out of the Law,1/31/2023,Died In Committee,High,Biological sex = sex in all state law. ,https://legiscan.com/MS/bill/SB2076/2023,Angela Burks Hill,,"S 2023-01-09 Referred To Judiciary, Division A;Education, S 2023-01-31 Died In Committee",Failed,281d643aaedacc77a73273550af480a1,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,SB2760,Mississippi Help Not Harm Act; enact.,Gender Affirming Care Ban,1/31/2023,Died In Committee,High,,https://legiscan.com/MS/bill/SB2760/2023,"Angela Burks Hill, Scott DeLano, Jeff Tate, Joseph Seymour, Neil Whaley, Kathy Chism, Charles Younger, Joey Fillingane, Chris Caughman, Philip Moran, Tyler McCaughn, Benjamin Suber, Jason Barrett, Jennifer Branning, Joel Carter, Michael McLendon, Bart Williams, Jeremy England, Lydia Chassaniol, Dennis DeBar, Mike Thompson, Walter Michel, Melanie Sojourner, Chris McDaniel, Kevin Blackwell",,"S 2023-01-16 Referred To Judiciary, Division A, S 2023-01-31 Died In Committee",Failed,3e506edbcdd154f9d59c41bc131ab4d0,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,SB2763,Families' Rights and Responsibilities Act; enact.,Don't Say Gay/Forced Outing,1/31/2023,Died In Committee,High,,https://legiscan.com/MS/bill/SB2763/2023,Angela Burks Hill,,"S 2023-01-16 Referred To Education, S 2023-01-31 Died In Committee",Failed,7776b743a9f3ac555cd34cdcd0b0f9fe,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,SB2764,Parental rights in education; prohibit instruction regarding sexual orientation or gender identity in K-12.,Don't Say Gay/Forced Outing,1/31/2023,Died In Committee,High,,https://legiscan.com/MS/bill/SB2764/2023,Chris McDaniel,,"S 2023-01-16 Referred To Education, S 2023-01-31 Died In Committee",Failed,be0d393aad4564d64b8a81568858bb30,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,SB2765,"""Mississippi Families' Rights and Responsibilities Act""; enact.",Don't Say Gay/Forced Outing,1/31/2023,Died In Committee,High,,https://legiscan.com/MS/bill/SB2765/2023,"Angela Burks Hill, Joseph Seymour, Kathy Chism",,"S 2023-01-16 Referred To Education, S 2023-01-31 Died In Committee",Failed,4704d16770eb28732fcd9fb6edfccffe,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,SB2770,Gender reassignment surgery; criminalize performance of upon minors.,Gender Affirming Care Ban,1/31/2023,Died In Committee,High,Felony ban under 21 surgery only,https://legiscan.com/MS/bill/SB2770/2023,"Jeff Tate, Angela Burks Hill",,"S 2023-01-16 Referred To Judiciary, Division A, S 2023-01-31 Died In Committee",Failed,fa4859021eef1b94db4f1bdb35e387cf,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,SB2773,The Defense of Title IX Act; enact.,Defining Trans People Out of the Law,1/31/2023,Died In Committee,High,,https://legiscan.com/MS/bill/SB2773/2023,"Angela Burks Hill, Jennifer Branning",,"S 2023-01-16 Referred To Judiciary, Division A, S 2023-01-31 Died In Committee",Failed,ff659357ba19a2f6c6b712016166360a,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,SB2820,"""Transparency in Education Act""; prohibit certain curriculum in public schools without parental consent.",Don't Say Gay/Forced Outing,1/31/2023,Died In Committee,High,,https://legiscan.com/MS/bill/SB2820/2023,Angela Burks Hill,,"S 2023-01-16 Referred To Education, S 2023-01-31 Died In Committee",Failed,9d8327580d161ccf9f4f0766b3410ceb,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,SB2861,Insurance; prohibit mandates for gender reassignment surgery or services.,Gender Affirming Care Ban,1/31/2023,Died In Committee,High,Does not require insurance to cover GAC,https://legiscan.com/MS/bill/SB2861/2023,"Melanie Sojourner, Kathy Chism, Chris McDaniel",,"S 2023-01-16 Referred To Insurance, S 2023-01-31 Died In Committee",Failed,b283681a52788402d546543eed649086,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,SB2864,State funded health plans and Medicaid; prohibit payment of gender reassignment surgery or services.,Gender Affirming Care Ban,1/31/2023,Died In Committee,High,Full Adult Ban for all state insurance,https://legiscan.com/MS/bill/SB2864/2023,"Melanie Sojourner, Kathy Chism, Chris McDaniel",,"S 2023-01-16 Referred To Insurance;Medicaid, S 2023-01-31 Died In Committee",Failed,fb23518cc8e585fc93113865ae27a181,,,,,,,,,,,,,,,,,,,,,,,
Missouri,HB137,Changes provisions relating to instruction in human sexuality in schools,Don't Say Gay/Forced Outing,2/15/2023,Referred: Elementary and Secondary Education(H),High,,https://legiscan.com/MO/bill/HB137/2023,Brad Hudson,,"H 2022-12-01 Prefiled (H), H 2023-01-04 Read First Time (H), H 2023-01-05 Read Second Time (H), H 2023-02-15 Referred: Elementary and Secondary Education(H)",,941b4f582716c3911a71fe2cb1f8a177,,,,,,,,,,,,,,,,,,,,,,,
Missouri,HB170,Establishes guidelines for student participation in athletic contests organized by sex,Trans Sports Ban,1/24/2023,Public Hearing Completed (H),High,Sports ban. ,https://legiscan.com/MO/bill/HB170/2023,Brian Seitz,Hearing 2023-01-24 16:30 House Hearing Room 7,"H 2022-12-01 Prefiled (H), H 2023-01-04 Read First Time (H), H 2023-01-05 Read Second Time (H), H 2023-01-23 Referred: General Laws(H), H 2023-01-24 Public Hearing Completed (H)",,b8a7a40dabaa85804e06febf4b410701,,,,,,,,,,,,,,,,,,,,,,,
Missouri,HB183,Establishes guidelines for student participation in athletic contests organized by sex,Trans Sports Ban,2/21/2023,Referred: Rules - Legislative Oversight(H),High,Sports ban. ,https://legiscan.com/MO/bill/HB183/2023,Jamie Burger,"Hearing 2023-01-24 16:30 House Hearing Room 7, Hearing 2023-02-16 10:00 House Hearing Room 5","H 2022-12-01 Prefiled (H), H 2023-01-04 Read First Time (H), H 2023-01-05 Read Second Time (H), H 2023-01-23 Referred: General Laws(H), H 2023-01-24 Public Hearing Completed (H), H 2023-02-16 Executive Session Completed (H), H 2023-02-16 HCS Voted Do Pass (H), H 2023-02-16 HCS Reported Do Pass (H) - AYES: 9 NOES: 5 PRESENT: 0, H 2023-02-21 Referred: Rules - Legislative Oversight(H)",Pass Committee,d5cf7daa71cf93e447366696b3fa7597,,,,,,,,,,,,,,,,,,,,,,,
Missouri,HB192,Establishes a teacher bill of rights,Forced Misgendering,1/5/2023,Read Second Time (H),High,,https://legiscan.com/MO/bill/HB192/2023,Ed Lewis,,"H 2022-12-01 Prefiled (H), H 2023-01-04 Read First Time (H), H 2023-01-05 Read Second Time (H)",,2c82b3b69d50b08643b33b9e47efdf3e,,,,,,,,,,,,,,,,,,,,,,,
Missouri,HB337,Establishes guidelines for student participation in athletic contests organized by sex,Trans Sports Ban,1/24/2023,Public Hearing Completed (H),High,Sports ban. ,https://legiscan.com/MO/bill/HB337/2023,Bennie Cook,Hearing 2023-01-24 16:30 House Hearing Room 7,"H 2022-12-01 Prefiled (H), H 2023-01-04 Read First Time (H), H 2023-01-05 Read Second Time (H), H 2023-01-23 Referred: General Laws(H), H 2023-01-24 Public Hearing Completed (H)",,243a234229f395058d027ee0aa2bc025,,,,,,,,,,,,,,,,,,,,,,,
Missouri,HB419,Creates provisions relating to gender transition procedures,Gender Affirming Care Ban,2/21/2023,Referred: Rules - Legislative Oversight(H),High,essentially a SAFE act. ,https://legiscan.com/MO/bill/HB419/2023,Brad Hudson,"Hearing 2023-01-24 16:30 House Hearing Room 7, Hearing 2023-02-16 10:00 House Hearing Room 5","H 2022-12-13 Prefiled (H), H 2023-01-04 Read First Time (H), H 2023-01-05 Read Second Time (H), H 2023-01-23 Referred: General Laws(H), H 2023-01-24 Public Hearing Completed (H), H 2023-02-16 Executive Session Completed (H), H 2023-02-16 HCS Voted Do Pass (H), H 2023-02-16 HCS Reported Do Pass (H) - AYES: 8 NOES: 5 PRESENT: 1, H 2023-02-21 Referred: Rules - Legislative Oversight(H)",Pass Committee,36f5f692a4392344905d74f770d1e5c7,,,,,,,,,,,,,,,,,,,,,,,
Missouri,HB463,Creates provisions relating to gender transition procedures,Gender Affirming Care Ban,1/24/2023,Public Hearing Completed (H),High,SAFE act + Child abuse to corrace a child into gender transition. ,https://legiscan.com/MO/bill/HB463/2023,Mazzie Boyd,Hearing 2023-01-24 16:30 House Hearing Room 7,"H 2022-12-19 Prefiled (H), H 2023-01-04 Read First Time (H), H 2023-01-05 Read Second Time (H), H 2023-01-23 Referred: General Laws(H), H 2023-01-24 Public Hearing Completed (H)",,52d58c5203f5a5c21a67d6269e5c185c,,,,,,,,,,,,,,,,,,,,,,,
Missouri,HB498,Includes businesses that host drag performances in the definition of a sexually oriented business,Drag Ban,1/24/2023,Public Hearing Completed (H),High,Anti-drag/Anti-trans. ,https://legiscan.com/MO/bill/HB498/2023,Mazzie Boyd,Hearing 2023-01-24 16:30 House Hearing Room 7,"H 2022-12-21 Prefiled (H), H 2023-01-04 Read First Time (H), H 2023-01-05 Read Second Time (H), H 2023-01-23 Referred: General Laws(H), H 2023-01-24 Public Hearing Completed (H)",,96070d265ec2d4bc636049f19ef3cad9,,,,,,,,,,,,,,,,,,,,,,,
Missouri,HB540,Creates provisions relating to gender transition procedures,Gender Affirming Care Ban,1/24/2023,Public Hearing Completed (H),High,,https://legiscan.com/MO/bill/HB540/2023,Justin Sparks,Hearing 2023-01-24 16:30 House Hearing Room 7,"H 2022-12-30 Prefiled (H), H 2023-01-04 Read First Time (H), H 2023-01-05 Read Second Time (H), H 2023-01-23 Referred: General Laws(H), H 2023-01-24 Public Hearing Completed (H)",,66299c94802b417799fafea8fa4e998f,,,,,,,,,,,,,,,,,,,,,,,
Missouri,HB634,"Establishes protections of parental rights to direct the mental, emotional, and physical health and well-being of children",Don't Say Gay/Forced Outing,2/15/2023,Referred: Elementary and Secondary Education(H),High,,https://legiscan.com/MO/bill/HB634/2023,Ann Kelley,,"H 2023-01-04 Introduced and Read First Time (H), H 2023-01-05 Read Second Time (H), H 2023-02-15 Referred: Elementary and Secondary Education(H)",,af093673d57140b08fc7b63a6a1e2425,,,,,,,,,,,,,,,,,,,,,,,
Missouri,HB916,Creates provisions relating to gender transition procedures,Gender Affirming Care Ban,1/25/2023,Referred: General Laws(H),High,under 18,https://legiscan.com/MO/bill/HB916/2023,Cyndi Buchheit-Courtway,,"H 2023-01-23 Introduced and Read First Time (H), H 2023-01-24 Read Second Time (H), H 2023-01-25 Referred: General Laws(H)",,05c3c4c0a8a3c2542c05e90e74ff24cd,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB134,Prohibits the discussion of gender identity or sexual orientation by school personnel,Don't Say Gay/Forced Outing,2/14/2023,SCS Voted Do Pass S Education and Workforce Development Committee (0608S.06C),High,,https://legiscan.com/MO/bill/SB134/2023,Mike Moon,Hearing 2023-02-07 08:15 Senate Lounge,"S 2022-12-01 Prefiled, S 2023-01-04 S First Read, S 2023-01-26 Second Read and Referred S Education and Workforce Development Committee, S 2023-02-07 Hearing Conducted S Education and Workforce Development Committee, S 2023-02-14 SCS Voted Do Pass S Education and Workforce Development Committee (0608S.06C)",Pass Committee,adc23d6eedb7caa915bad75150b95903,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB14,Modifies provisions relating to amending birth certificates,Birth Certificate Change Ban,2/20/2023,Voted Do Pass S Emerging Issues Committee,High,,https://legiscan.com/MO/bill/SB14/2023,Mike Cierpiot,"Hearing 2023-01-31 10:00 SCR 1, Hearing 2023-02-07 10:00 SCR 1","S 2022-12-01 Prefiled, S 2023-01-04 S First Read, S 2023-01-12 Second Read and Referred S Emerging Issues Committee, S 2023-01-31 Hearing Cancelled S Emerging Issues Committee, S 2023-02-07 Hearing Conducted S Emerging Issues Committee, S 2023-02-20 Voted Do Pass S Emerging Issues Committee",Pass Committee,3d9ced5139e1b2cee920e00908bac62f,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB164,"Establishes the ""Missouri Save Adolescents from Experimentation (SAFE) Act""",Gender Affirming Care Ban,2/20/2023,"Bill Combined w/(SCSs SB 49, 236 & 164)",High,Gender affirming care ban under 18. Pretty much a SAFE act. ,https://legiscan.com/MO/bill/SB164/2023,Jill Carter,Hearing 2023-02-14 10:00 SCR 1,"S 2022-12-01 Prefiled, S 2023-01-04 S First Read, S 2023-01-26 Second Read and Referred S Emerging Issues Committee, S 2023-02-14 Hearing Conducted S Emerging Issues Committee, S 2023-02-20 Bill Combined w/(SCSs SB 49, 236 & 164)",,ecea5e2d8b371fe25f095cd290b56929,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB165,"Creates the ""Save Women's Sports Act"" and provisions regarding usage of school locker rooms",Trans Sports Ban,1/31/2023,Hearing Conducted S Emerging Issues Committee,High,,https://legiscan.com/MO/bill/SB165/2023,Jill Carter,Hearing 2023-01-31 10:00 SCR 1,"S 2022-12-01 Prefiled, S 2023-01-04 S First Read, S 2023-01-26 Second Read and Referred S Emerging Issues Committee, S 2023-01-31 Hearing Conducted S Emerging Issues Committee",,c0b498eaee923c3e545fa15e77e6bc18,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB2,"Establishes the ""Save Women's Sports Act"" relating to female-only athletics in middles schools, high schools, and colleges",Trans Sports Ban,1/31/2023,Hearing Conducted S Emerging Issues Committee,High,,https://legiscan.com/MO/bill/SB2/2023,Denny Hoskins,Hearing 2023-01-31 10:00 SCR 1,"S 2022-12-01 Prefiled, S 2023-01-04 S First Read, S 2023-01-12 Second Read and Referred S Emerging Issues Committee, S 2023-01-31 Hearing Conducted S Emerging Issues Committee",,c20021a21076cff1119f5f3568c0f2ed,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB236,"Establishes the ""Missouri Save Adolescents from Experimentation (SAFE) Act""",Gender Affirming Care Ban,2/20/2023,"Bill Combined w/(SCSs SB 49, 236 & 164)",High,Gender affirming care ban under 18. Pretty much a SAFE act. ,https://legiscan.com/MO/bill/SB236/2023,Denny Hoskins,Hearing 2023-02-14 10:00 SCR 1,"S 2022-12-01 Prefiled, S 2023-01-04 S First Read, S 2023-02-09 Second Read and Referred S Emerging Issues Committee, S 2023-02-14 Hearing Conducted S Emerging Issues Committee, S 2023-02-20 Bill Combined w/(SCSs SB 49, 236 & 164)",,9639e5a4ce4064ba8ade8b2df68e8100,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB281,Prohibits hormonal or surgical gender reassignment for a child under eighteen years of age,Gender Affirming Care Ban,2/23/2023,Second Read and Referred S Emerging Issues Committee,High,,https://legiscan.com/MO/bill/SB281/2023,William Eigel,,"S 2022-12-01 Prefiled, S 2023-01-04 S First Read",,fded9296bcdb5bec584cb2e86d77b4d5,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB29,Prohibits an athletic team sponsored by a school from allowing a student to compete in an athletic competition designated for the opposite biological sex,Trans Sports Ban,1/31/2023,Hearing Conducted S Emerging Issues Committee,High,Sports ban. ,https://legiscan.com/MO/bill/SB29/2023,Tony Luetkemeyer,Hearing 2023-01-31 10:00 SCR 1,"S 2022-12-01 Prefiled, S 2023-01-04 S First Read, S 2023-01-12 Second Read and Referred S Emerging Issues Committee, S 2023-01-31 Hearing Conducted S Emerging Issues Committee",,569964820cf203d9908e4c3e2fc38c36,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB377,Crates new provisions relating to public contracts,Ban on Public Investment in ESG Funds,2/23/2023,Second Read and Referred S Governmental Accountability Committee,High,,https://legiscan.com/MO/bill/SB377/2023,Mary Coleman,,"S 2022-12-20 Prefiled, S 2023-01-04 S First Read, S 2023-02-23 Second Read and Referred S Governmental Accountability Committee",,78c9ab16746dd59a8fb8a9739fc8eddc,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB39,Establishes guidelines for student participation in athletic contests organized by sex,Trans Sports Ban,2/27/2023,Informal Calendar S Bills for Perfection,High,,https://legiscan.com/MO/bill/SB39/2023,"Holly Thompson Rehder, Mike Moon, Jill Carter, Ben Brown, Rick Brattin, Denny Hoskins",Hearing 2023-01-31 10:00 SCR 1,"S 2022-12-01 Prefiled, S 2023-01-04 S First Read, S 2023-01-12 Second Read and Referred S Emerging Issues Committee, S 2023-01-31 Hearing Conducted S Emerging Issues Committee, S 2023-02-02 Voted Do Pass S Emerging Issues Committee, S 2023-02-02 Reported from S Emerging Issues Committee, S 2023-02-06 Bill Placed on Informal Calendar, S 2023-02-27 Informal Calendar S Bills for Perfection",Pass Committee,e79897ff3048da9dd96ee60b4e4502d0,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB390,Establishes provisions relating to classroom instruction on gender identity and sexual orientation in certain grade levels,Don't Say Gay/Forced Outing,1/4/2023,S First Read,High,Ban on discussion of sexual orientation or gender identiy through the 3rd grade. ,https://legiscan.com/MO/bill/SB390/2023,Rick Brattin,,"S 2022-12-28 Prefiled, S 2023-01-04 S First Read",,969d22790be16982839072f503b9d126,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB42,Modifies provisions regarding elementary and secondary education,Trans Sports Ban,1/24/2023,"Bill Combined w/SCS SBs 4, 42 & 89",High,Anti-CRT bill and parent's bill of rights,https://legiscan.com/MO/bill/SB42/2023,Rick Brattin,Hearing 2023-01-24 08:00 Senate Lounge,"S 2022-12-01 Prefiled, S 2023-01-04 S First Read, S 2023-01-12 Second Read and Referred S Education and Workforce Development Committee, S 2023-01-24 Hearing Conducted S Education and Workforce Development Committee, S 2023-01-24 Bill Combined w/SCS SBs 4, 42 & 89",,772447e2b05dc9d91a81a590781fce6a,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB429,Modifies provisions relating to sexually oriented businesses,Drag Ban,1/4/2023,S First Read,High,,https://legiscan.com/MO/bill/SB429/2023,Jill Carter,,"S 2023-01-03 Prefiled, S 2023-01-04 S First Read",,5f70bb4c2a1220f15fb873a9f6006096,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB430,Prohibits public entities from entering into certain contracts,Anti-Boycotts Act,1/4/2023,S First Read,High,,https://legiscan.com/MO/bill/SB430/2023,Jill Carter,,"S 2023-01-03 Prefiled, S 2023-01-04 S First Read",,2810156b72249315a0b20d95f011d447,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB436,Modifies provisions relating to fiduciary duties for investments of public employee retirement systems,Ban on Public Investment in ESG Funds,1/4/2023,S First Read,High,Bans public money from investing in funds that don't invest in companies that fail to provide gender affirming care,https://legiscan.com/MO/bill/SB436/2023,Jill Carter,,"S 2023-01-03 Prefiled, S 2023-01-04 S First Read",,14a538d28c63eb07edc9651ba3963e0b,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB48,"Establishes the ""Save Women's Sports Act"" relating to female-only athletics in middle schools, high schools, and colleges",Trans Sports Ban,1/31/2023,Hearing Conducted S Emerging Issues Committee,High,,https://legiscan.com/MO/bill/SB48/2023,Mike Moon,Hearing 2023-01-31 10:00 SCR 1,"S 2022-12-01 Prefiled, S 2023-01-04 S First Read, S 2023-01-12 Second Read and Referred S Emerging Issues Committee, S 2023-01-31 Hearing Conducted S Emerging Issues Committee",,a617c53ae0889d395fd75dd10dad48d5,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB49,"Establishes the ""Missouri Save Adolescents from Experimentation (SAFE) Act""",Gender Affirming Care Ban,2/27/2023,Formal Calendar S Bills for Perfection,High,SAFE act,https://legiscan.com/MO/bill/SB49/2023,"Mike Moon, William Eigel, Rick Brattin",Hearing 2023-02-14 10:00 SCR 1,"S 2022-12-01 Prefiled, S 2023-01-04 S First Read, S 2023-01-12 Second Read and Referred S Emerging Issues Committee, S 2023-02-14 Hearing Conducted S Emerging Issues Committee, S 2023-02-20 SCS Voted Do Pass (w/SCSs SB 49, 236, &164) Emerging Issues Committee (0202S.02C), S 2023-02-21 Reported from S Emerging Issues Committee w/SCS, S 2023-02-27 Formal Calendar S Bills for Perfection",Pass Committee,e09e6c58de86d4d7f02c80d880b2fd09,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB497,Prohibits schools from providing course materials or instruction on gender identity or gender reassignment,Prohibits Gender Identity Instruction,1/17/2023,S First Read,High,,https://legiscan.com/MO/bill/SB497/2023,William Eigel,,S 2023-01-17 S First Read,,1c6f2c2f73c094152890d5e5399484d5,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB598,"Establishes the ""Missouri Child and Adolescent Protection Act""",Gender Affirming Care Ban,2/6/2023,S First Read,High,,https://legiscan.com/MO/bill/SB598/2023,Rick Brattin,,S 2023-02-06 S First Read,,1e4ada3a68cbc080b9f1f883410eb86f,,,,,,,,,,,,,,,,,,,,,,,
Missouri,SB87,"Establishes the ""Save Women's Sports Act""",Trans Sports Ban,1/31/2023,Hearing Conducted S Emerging Issues Committee,High,,https://legiscan.com/MO/bill/SB87/2023,Ben Brown,Hearing 2023-01-31 10:00 SCR 1,"S 2022-12-01 Prefiled, S 2023-01-04 S First Read, S 2023-01-12 Second Read and Referred S Emerging Issues Committee, S 2023-01-31 Hearing Conducted S Emerging Issues Committee",,21868e0286049d2954f1cf3c051c368a,,,,,,,,,,,,,,,,,,,,,,,
Missouri,HB1157,Prohibits discrimination against health care professionals who refuse to assist in medical procedures or treatments relating to sex reassignment or gender identity transitioning,Legal Discrimination in Healthcare,2/15/2023,Read Second Time (H),High,,https://legiscan.com/MO/bill/HB1157/2023,Brad Hudson,,"H 2023-02-14 Introduced and Read First Time (H), H 2023-02-15 Read Second Time (H)",,cc0f5c37e6bd49fe1f15832eace38d82,,,,,,,,,,,,,,,,,,,,,,,
Missouri,HB1258,"Enacts provisions to protect student, parent, and teacher rights regarding school employees and independent contractors",Forced Misgendering,2/23/2023,Introduced and Read First Time (H),High,,https://legiscan.com/MO/bill/HB1258/2023,Hardy Billington,,H 2023-02-23 Introduced and Read First Time (H),,ba0854b3f9e53081a59c650cf894eb0d,,,,,,,,,,,,,,,,,,,,,,,
